id,event_type,event_cause,priority,corridor,zone,target_clearance_duration_mins,extracted_severity,vehicle_class,action_agency,osm_edge_u,osm_edge_v,road_highway_type,road_lanes,road_maxspeed
FKID006275,unplanned,others,Low,Non-corridor,Central Zone 2,75.05420305,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12141911057,10980051591,primary,1,40.0
FKID006278,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,63.04091908333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,3833785299,3833840726,motorway,2,120.0
FKID006281,unplanned,vehicle_breakdown,High,ORR East 1,East Zone 1,66.10421948333334,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,515736998,11891216393,tertiary,2,40.0
FKID006285,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,4.311332166666667,NORMAL_OBSTRUCTION,OTHER,BWSSB,663311696,10044013422,primary,4,40.0
FKID006288,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 2,101.3939446,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11688206891,11182496368,trunk,1,40.0
FKID006292,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,71.66695605,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1732229328,461539042,trunk_link,1,40.0
FKID006294,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,15.909199300000001,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10274836890,11158379066,tertiary,2,50.0
FKID006296,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,26.8771284,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,461539057,850854732,trunk_link,1,40.0
FKID006297,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 2,22.19168823333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7480011326,1837297492,tertiary,2,30.0
FKID006298,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,52.31364178333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11888154707,11886524569,trunk,2,50.0
FKID006299,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,0.9619578,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,459820538,428435124,primary,2,40.0
FKID006300,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 1,8.666933766666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,459820538,428435124,primary,2,40.0
FKID006304,unplanned,vehicle_breakdown,High,ORR East 1,South Zone 2,37.48756958333333,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,307407783,12040966310,primary_link,2,40.0
FKID006308,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,7.550525633333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9939407822,9939398585,secondary,1,40.0
FKID006309,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,18.3150515,NORMAL_OBSTRUCTION,HEAVY_GOODS,BBMP,12077162815,12128921371,primary,1,40.0
FKID006310,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 2,25.91794045,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,577450297,10850753029,residential,1,40.0
FKID006312,unplanned,vehicle_breakdown,High,ORR West 1,West Zone 2,57.282264366666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12060592380,699684243,trunk,2,60.0
FKID006313,unplanned,vehicle_breakdown,High,ORR West 1,West Zone 2,146.17011165,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,9337397803,7457114152,secondary,1,40.0
FKID006316,unplanned,vehicle_breakdown,High,ORR West 1,West Zone 2,56.04167118333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12060569555,7424568630,trunk,2,60.0
FKID006317,unplanned,vehicle_breakdown,High,Hosur Road,South Zone 2,36.529660166666666,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,3872659146,10118704040,residential,1,40.0
FKID006325,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,88.99168374999999,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,1636820472,11054990209,primary,1,40.0
FKID006327,unplanned,road_conditions,Low,Non-corridor,East Zone 1,1346.5596524833334,NORMAL_OBSTRUCTION,OTHER,BWSSB,11197334455,9910918465,primary,2,60.0
FKID006329,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 2,32.26246835,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1947653247,1947653224,primary,2,40.0
FKID006330,unplanned,others,Low,Non-corridor,East Zone 1,1343.1174781,NORMAL_OBSTRUCTION,OTHER,BWSSB,5281840005,11197334457,secondary,2,40.0
FKID006331,unplanned,road_conditions,High,Bellary Road 1,West Zone 2,31.613101583333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,850854732,12558291922,trunk_link,1,40.0
FKID006332,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,20.894928466666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12538710573,699686069,trunk,1,40.0
FKID006333,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,75.49992103333334,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,1463799527,1054687757,tertiary,1,40.0
FKID006339,unplanned,vehicle_breakdown,High,ORR North 1,East Zone 2,9.365974849999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6180259374,11890662066,tertiary,2,40.0
FKID006346,unplanned,others,High,Old Madras Road,Central Zone 1,49.59777256666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1232953264,248459878,primary,3,30.0
FKID006348,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 2,72.36508631666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2224253924,1820411777,primary,2,40.0
FKID006362,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 2,2.1333690666666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2353515608,2353515584,trunk,2,40.0
FKID006365,unplanned,accident,High,Bellary Road 2,North Zone 1,61.2137216,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10168759957,9871509151,tertiary,1,40.0
FKID006368,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 2,33.22631478333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,529453438,9357977576,primary,1,40.0
FKID006371,unplanned,others,High,CBD 2,Central Zone 2,135.58937761666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2382044454,12147813608,primary,3,30.0
FKID006372,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 1,74.80607221666668,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,11393364742,11393364745,secondary,1,40.0
FKID006375,unplanned,vehicle_breakdown,High,Magadi Road,Central Zone 2,66.17483445,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1820421922,1820421452,primary,2,40.0
FKID006379,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,39.06277933333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,663311718,12141911042,primary,1,40.0
FKID006380,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,5.6882595333333335,PARTIAL_BLOCK,LIGHT_VEHICLE,TRAFFIC_POLICE,1054665144,3834008960,motorway,2,120.0
FKID006381,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,69.60687666666666,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,461755344,461755373,tertiary,2,40.0
FKID006386,unplanned,vehicle_breakdown,Low,Non-corridor,South Zone 1,131.71085216666668,NORMAL_OBSTRUCTION,HEAVY_GOODS,BBMP,10081541055,1851132411,residential,1,40.0
FKID006387,unplanned,vehicle_breakdown,High,Hosur Road,South Zone 2,24.13871885,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9932949312,12022638278,trunk,3,80.0
FKID006388,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,54.60528863333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,287793735,245615180,primary,3,40.0
FKID006391,unplanned,vehicle_breakdown,High,Bellary Road 2,North Zone 2,12.500674383333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4950224618,332954394,secondary,2,40.0
FKID006393,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,10.356196149999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,249585502,10010955384,primary,1,40.0
FKID006400,unplanned,vehicle_breakdown,High,Hosur Road,South Zone 2,162.5665779,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,1472212739,13377866920,tertiary,2,40.0
FKID006403,unplanned,vehicle_breakdown,High,ORR East 1,East Zone 1,39.86270186666666,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,515736998,11891216393,tertiary,2,40.0
FKID006405,unplanned,vehicle_breakdown,High,Airport New South Road,North Zone 1,19.595001083333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12570895063,353187823,tertiary,2,40.0
FKID006406,unplanned,others,Low,Non-corridor,Central Zone 2,18.232261750000003,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,428853846,1636820523,primary,1,40.0
FKID006412,unplanned,vehicle_breakdown,High,Bellary Road 2,North Zone 2,8.450361483333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12781999510,2611179356,secondary,2,40.0
FKID006414,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,87.37563088333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837395794,10289145754,tertiary,2,40.0
FKID006415,unplanned,vehicle_breakdown,High,ORR East 1,South Zone 2,81.59911578333335,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,6130764691,2110371291,tertiary,2,30.0
FKID006416,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,7.9433346333333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13052245188,13052245180,trunk_link,2,30.0
FKID006418,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,15.30609795,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,774662261,12794314167,tertiary,2,50.0
FKID006419,unplanned,others,High,ORR North 2,North Zone 2,425.97661755,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,521144460,521144462,trunk,2,60.0
FKID006420,unplanned,construction,High,ORR North 1,East Zone 2,84.54522296666667,NORMAL_OBSTRUCTION,OTHER,METRO_BMRCL,595305036,11900355995,trunk,3,50.0
FKID006421,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 2,7.529350916666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11182496368,11182496366,residential,1,40.0
FKID006422,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,30.706076783333334,PARTIAL_BLOCK,LIGHT_VEHICLE,TRAFFIC_POLICE,12638345723,12638345708,tertiary,1,40.0
FKID006423,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,66.04253946666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12528812417,13800491202,trunk,3,60.0
FKID006426,unplanned,road_conditions,High,Bellary Road 1,North Zone 2,282.6844774666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11864823656,335664189,trunk,2,80.0
FKID006427,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,13.244365666666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12128921370,459598606,primary,3,40.0
FKID006433,unplanned,vehicle_breakdown,High,Old Madras Road,Central Zone 1,78.62757426666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10016346056,334473846,secondary,4,40.0
FKID006434,planned,construction,High,Old Madras Road,Central Zone 1,149.8709145,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1274615183,13787011568,unclassified,1,10.0
FKID006435,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 1,50.02411501666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2228426718,249082999,primary,3,40.0
FKID006439,unplanned,others,High,CBD 2,Central Zone 2,187.27650548333335,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,12433045764,10121033916,primary,3,40.0
FKID006442,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 2,19.0847936,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10003721087,11900286915,residential,1,40.0
FKID006450,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 2,17.231514116666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2703669994,251361763,trunk,2,60.0
FKID006452,unplanned,vehicle_breakdown,High,Hosur Road,South Zone 2,1.4245817833333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11478245922,1893215672,secondary,2,40.0
FKID006454,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 1,89.9522413,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3351054486,248671287,trunk,2,40.0
FKID006455,unplanned,vehicle_breakdown,High,Hosur Road,South Zone 1,59.550443333333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7478080050,3874196335,residential,1,40.0
FKID006456,unplanned,vehicle_breakdown,High,ORR North 2,West Zone 1,89.7169197,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,11601696870,2446079578,trunk,2,30.0
FKID006458,unplanned,pot_holes,High,Bellary Road 1,North Zone 2,285.07037575,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,332955193,6531392925,trunk,3,60.0
FKID006463,unplanned,vehicle_breakdown,High,Magadi Road,Central Zone 2,31.16099865,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1512688558,1521036494,primary,1,40.0
FKID006464,unplanned,vehicle_breakdown,Low,Non-corridor,South Zone 1,56.05031413333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4829124466,7287467666,secondary,2,40.0
FKID006465,unplanned,vehicle_breakdown,High,Hosur Road,South Zone 2,114.57613495000001,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,10775075568,11964440743,trunk,3,60.0
FKID006469,unplanned,vehicle_breakdown,High,Old Madras Road,Central Zone 1,35.652395733333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11707460669,11707460711,secondary,2,30.0
FKID006470,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 2,32.90016421666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,12404749228,2224183083,trunk,1,40.0
FKID006472,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 1,81.95171803333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6142999388,9771052411,primary,1,40.0
FKID006475,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,91.13215373333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,249099153,459820576,secondary,2,40.0
FKID006479,unplanned,vehicle_breakdown,High,Bellary Road 2,North Zone 1,33.596919400000004,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,11840554041,11212228043,trunk,2,60.0
FKID006488,unplanned,vehicle_breakdown,High,Magadi Road,Central Zone 2,1.7148693166666669,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2402397430,1820396675,primary,1,40.0
FKID006489,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,33.985266100000004,PARTIAL_BLOCK,LIGHT_VEHICLE,TRAFFIC_POLICE,10042269486,10042269485,residential,1,40.0
FKID006492,unplanned,vehicle_breakdown,High,Old Madras Road,Central Zone 1,46.4795299,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,5340692265,3170033024,residential,1,40.0
FKID006493,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,140.87877841666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,249082011,4030004338,primary,3,40.0
FKID006494,unplanned,accident,Low,Non-corridor,Central Zone 2,30.651319966666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,597083726,12141911057,primary,4,40.0
FKID006496,unplanned,vehicle_breakdown,High,IRR(Thanisandra road),South Zone 2,41.87327523333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6017833816,2192012628,primary,2,40.0
FKID006499,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,18.1132444,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2190851926,597083726,primary_link,1,40.0
FKID006503,unplanned,vehicle_breakdown,High,Hosur Road,South Zone 2,22.29174835,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,1472248431,10775075568,trunk,3,60.0
FKID006504,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 2,35.64787915,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,249084518,1520838648,primary,2,40.0
FKID006505,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 2,61.508581766666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297461,7479638854,trunk,2,40.0
FKID006510,unplanned,vehicle_breakdown,High,Old Airport Road,Central Zone 1,21.842817266666668,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,3299945199,1371978486,primary,2,40.0
FKID006515,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,6.345362283333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,12638345737,6033543943,trunk,2,60.0
FKID006522,unplanned,accident,High,Bellary Road 2,North Zone 2,38.393301550000004,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13851353728,960168779,trunk,3,80.0
FKID006524,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 2,14.366989850000001,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12696115722,461539111,tertiary,2,40.0
FKID006525,unplanned,vehicle_breakdown,High,Bellary Road 1,North Zone 2,115.13290099999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,850854718,11645479499,trunk_link,2,60.0
FKID006526,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,109.37136253333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12141911062,597084145,primary,2,40.0
FKID006527,unplanned,others,High,Magadi Road,West Zone 2,2.269037,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1520838905,725234230,secondary,2,40.0
FKID006528,unplanned,others,High,Magadi Road,West Zone 2,85.97490423333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1520838905,725234230,secondary,2,40.0
FKID006529,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,43.36787996666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,12638345737,6033543943,trunk,2,60.0
FKID006534,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,54.04092538333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12128921370,3309317524,primary,2,40.0
FKID006535,unplanned,vehicle_breakdown,High,Magadi Road,West Zone 1,125.2718676,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9771052411,9909305454,primary,1,40.0
FKID006539,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,22.256770483333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,597084152,597083726,primary,4,40.0
FKID006541,unplanned,vehicle_breakdown,High,Hosur Road,South Zone 2,48.62803473333334,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1472248431,10775075568,trunk,3,60.0
FKID006543,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,63.322104683333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,957050163,957050161,residential,1,40.0
FKID006545,unplanned,accident,High,Bellary Road 2,North Zone 2,30.054063183333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10185147728,10254968117,primary,3,80.0
FKID006555,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 2,82.14613223333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11039672067,11843210608,tertiary,1,40.0
FKID006557,unplanned,vehicle_breakdown,High,Airport New South Road,North Zone 1,100.85719166666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,333819047,353187821,tertiary,2,30.0
FKID006565,unplanned,vehicle_breakdown,High,Varthur Road,East Zone 1,11.0878252,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1707853708,1707853746,residential,1,40.0
FKID006566,unplanned,others,Low,Non-corridor,East Zone 1,39.2511919,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11421623809,10271628739,secondary,2,40.0
FKID006572,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,2.5229375,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,429001176,1410617126,primary,1,40.0
FKID006573,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,60.66095205,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,249137627,10024065084,primary,1,40.0
FKID006578,unplanned,road_conditions,High,Old Airport Road,Central Zone 1,773.9601677166667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,298815516,347260644,primary,2,40.0
FKID006588,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,71.08655019999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11645479503,850854779,primary,3,60.0
FKID006590,unplanned,vehicle_breakdown,High,CBD 2,Central Zone 2,11.7920497,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10121033916,263155937,primary,2,40.0
FKID006596,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 1,29.7505507,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,7467098558,1434179298,primary,2,40.0
FKID006597,unplanned,others,High,Mysore Road,West Zone 1,30.164484366666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3388805900,11688203992,trunk,2,60.0
FKID006599,unplanned,vehicle_breakdown,Low,Non-corridor,East Zone 2,154.20150111666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297540,1837297546,trunk,2,40.0
FKID006602,unplanned,road_conditions,High,ORR North 1,North Zone 1,1389.0003810666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1160646231,11928408872,tertiary,1,40.0
FKID006604,unplanned,vehicle_breakdown,High,Bellary Road 1,West Zone 2,20.309034999999998,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,426962454,282767694,trunk,3,60.0
FKID006605,unplanned,vehicle_breakdown,High,ORR West 1,South Zone 1,106.0838667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2400002711,699576811,trunk,2,40.0
FKID006608,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,36.74255311666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,426403819,11886298793,trunk,2,60.0
FKID006609,unplanned,vehicle_breakdown,High,Tumkur Road,West Zone 1,43.00267638333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11964711936,10994313530,trunk,2,60.0
FKID006611,unplanned,others,Low,Non-corridor,Central Zone 2,85.47325566666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12880290240,12466460036,primary,1,40.0
FKID006613,unplanned,vehicle_breakdown,Low,Non-corridor,North Zone 1,67.49291361666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,341621933,341621911,tertiary,1,40.0
FKID006620,planned,construction,High,Bannerghata Road,South Zone 2,426.60936853333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4378533429,292569163,primary,1,40.0
FKID006624,unplanned,vehicle_breakdown,High,Bellary Road 1,Central Zone 2,32.6073129,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12099941385,665045371,primary_link,1,40.0
FKID006625,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 1,34.02031625,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,9342303644,699704308,trunk,2,60.0
FKID006626,unplanned,congestion,High,West of Chord Road,West Zone 2,65.45038186666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,699684302,1780334125,trunk,1,40.0
FKID006627,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 2,58.02250183333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1836940315,10068104329,tertiary,1,40.0
FKID006632,unplanned,tree_fall,Low,Non-corridor,West Zone 1,203.1981286666667,NORMAL_OBSTRUCTION,OTHER,BBMP,618528577,610180698,secondary,2,40.0
FKID006636,unplanned,vehicle_breakdown,Low,Non-corridor,,26.693448083333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10148771374,10148771375,motorway_link,1,40.0
FKID006642,unplanned,pot_holes,High,Mysore Road,Central Zone 2,1329.8763023666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,429001221,957059250,residential,1,40.0
FKID006643,unplanned,construction,High,Mysore Road,Central Zone 2,1329.4673205166666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,429001221,957059250,residential,1,40.0
FKID006651,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,12.882103016666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,316661686,2358131511,primary,2,40.0
FKID006652,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 2,76.01247123333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,6461987668,9140200247,primary,4,40.0
FKID006664,unplanned,others,High,Mysore Road,Central Zone 1,140.10122228333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1274615226,12460929648,secondary,3,60.0
FKID006665,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 1,114.38313273333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1078399186,2578344260,primary_link,1,40.0
FKID006674,unplanned,vehicle_breakdown,Low,Non-corridor,Central Zone 1,29.411997316666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,251146214,10676264308,primary,2,40.0
FKID006675,unplanned,vehicle_breakdown,High,Mysore Road,Central Zone 2,11.68523875,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9939398598,9939398590,secondary,1,40.0
FKID006676,unplanned,vehicle_breakdown,High,Bannerghata Road,South Zone 2,25.582617383333336,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1827480124,3149178087,primary,2,40.0
FKID006677,unplanned,vehicle_breakdown,High,CBD 1,Central Zone 2,11.132504916666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,254665683,254665688,tertiary,1,40.0
FKID006680,unplanned,vehicle_breakdown,Low,Non-corridor,West Zone 2,16.8068625,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3820268567,3820268566,secondary,2,40.0
FKID006681,unplanned,vehicle_breakdown,High,Mysore Road,West Zone 2,60.08275768333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11688206891,11182496368,trunk,1,40.0
FKID006682,unplanned,vehicle_breakdown,High,ORR North 2,North Zone 1,24.984949416666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1078399186,11554370603,primary,1,40.0
